主文/留言,作者,時間,標題,推/噓,內容
回覆,dowcher,2022/2/14 14:20,[問題] 前天基金只扣一次......扼腕不已！！,推,https://i.imgur.com/NS2QjaP.jpg反指標骨灰韭菜有多神準，懂得跟自己對做早都財富自由了 笑死
主文,NYYLG (欲戴王冠 必承其重),2022/2/8 22:30,[問題] 鉅亨網定期定額扣款日異動,無,"在鉅亨網想改某基金定期定額的日期

可是到異動輸入那步驟時

按下一步

一直無法到異動確認

狀態是顯示異動申請中

這不是自己點一點就能修改的嗎

還要經過審核嗎

謝謝

"
回覆,ilutc,2022/2/8 22:30,[問題] 鉅亨網定期定額扣款日異動,無,隔一個營業日就能申請異動成功了 別擔心
回覆,jimmyfk,2022/2/8 22:30,隔一個營業日就能申請異動成功了 別擔心,無,"定期定額是n+1, 14:00才會生效."
回覆,pk0943,2022/2/12 22:58,[問題] 鉅亨網定期定額扣款日異動,無,當這裡客服?
主文,Horacio (壽星),2022/2/10 14:58,[情報] 元宇宙線上論壇講座,無,"元宇宙線上論壇
想要了解元宇宙的未來商機嗎
加入摩根LINE官方帳號或是掃QR CODE
可以獲得2/15「元宇宙線上論壇」的報名連結


三位專家帶你了解元宇宙熱潮:
摩根環球市場策略師 林雅慧
摩根產品策略部副總經理 張致寧
知名理財專家 主持人 夏韻芬
讓你可以了解
元宇宙的商機和成長趨勢  科技產業能否受惠?有沒有投資的機會?
有興趣的人可以報名

https://reurl.cc/VjYQ5N
"
回覆,jkinkin,2022/2/8 19:48,[情報] 元宇宙線上論壇講座,推,感謝分享
主文,edward4904 (Ryan),2022/2/8 13:27,[討論] 會使用智能投資的族群?,無,"今年過年回家 抓著財富自由的叔叔討教投資心得
本來是想套套看有沒有什麼內線讓我可以小撈一下
結果居然得到一個很意外的答案
他大概有幾種理財配置
套房收租、股票配息、再來居然是定期定額智能投資??
邏輯大概是 他現在其實都不玩短線 也不太看盤
原因是年紀也大了求的是穩健理財 分散風險
只要每年布局好 現金流穩定
退休後的時間不是拿來給你浪費在盯盤的
而是體驗真正的人生
聽起來帥爆了
但我意外的是 為何長輩會選擇智能投資???
我一直以為智能投資大多是給比較沒有投資經驗
不會看盤的小白玩的
他是說基本上他投到智能投資的錢不會動
會當成放長線抗通膨的儲備金
還是他截圖給我看我才真的相信…..
https://i.imgur.com/cR1ol4W.jpg
就想了解一下 會用智能投資的到底都是哪些年齡層?
畢竟被他講得頗生火 想多多了解一下

"
回覆,Radiomir,2022/2/8 13:27,[討論] 會使用智能投資的族群?,無,"不想動腦可以買AOA(AOR), 因為就算動腦還不見得會贏它自組要比AOA(AOR)績效更好才有意義, 否則只是白忙一場"
回覆,lopolin,2022/2/8 14:26,[討論] 會使用智能投資的族群?,無,一樣是國泰，從來沒看到10%以上
回覆,kim1219,2022/2/8 14:28,[討論] 會使用智能投資的族群?,無,其實是欸 身邊有在玩智能投資的看過好幾個都中年 也要看各家銀行的定位 有些銅板投資的 就比較偏小白 像國泰的就門檻比較高 不太是給小白玩的 但長期看效益都不錯
回覆,Mroy,2022/2/8 14:33,[討論] 會使用智能投資的族群?,無,3年總報酬15% 真的只是抗通膨而已...
回覆,tudaer,2022/2/8 17:53,[討論] 會使用智能投資的族群?,無,他有好幾種置產方式，我會建議你、要先確定他這些資產與投資的比例與回報率，再來看他投資智能是否真的是有效的，還是他因為方便資金放置所以這樣投
回覆,moom50302,2022/2/8 18:08,[討論] 會使用智能投資的族群?,無,每年5%的績效，跟金融股的效果一樣，不差但也沒到驚艷
回覆,leeccc,2022/2/8 19:11,[討論] 會使用智能投資的族群?,無,最近2年暴漲的結果只有15% 你能期待它什麼呢金融股都漲幾趴了....
回覆,damd430,2022/2/9 09:17,[討論] 會使用智能投資的族群?,無,AOA+1
回覆,teyici,2022/2/9 16:29,[討論] 會使用智能投資的族群?,無,我是拿來當分散風險的項目之一，買的是richart的智能投資，長線放下來的確是有賺錢的
回覆,yuenru,2022/2/15 16:05,[討論] 會使用智能投資的族群?,無,我的鉅亨好日子才5％....
主文,meimeilian (meimeilian),2022/2/4 00:48,鉅亨又有紅包節領紅利活動~,無,"
連續9天登入，最高可領10,800點紅利點數。如果前幾天來不及參與，最後3天每天2000點，也還有6000點可以拿喔~有興趣的大大可以跟一下喔！

"
回覆,shoppinglin,2022/2/4 13:56,鉅亨又有紅包節領紅利活動~,無,其實上上上篇就是了
回覆,yuenru,2022/2/4 13:56,其實上上上篇就是了,推,閱
主文,Sana (靜止),2022/2/2 22:58,Re: [討論] 德盛安聯成長收益,無,"在此提供我買德盛安聯收益成長(AM)的對帳紀錄(第77個月,第6.42年):
我是沒打算贖回,我們可以看到年化報酬率約+5.778%(含淨值虧損後),
{[(16,638.26-2,526.74)+32,500]/32,500}^(1/6.42)-1 * 100% =+5.778%
不含虧損約+6.651%
[(16,638.26+32,500)/32,500]^(1/6.42)-1 * 100% = +6.651%
日期：111/02/02 
累計單位數：$32,500 USD($982,500 NTD)(3158.405單位數)
報酬率：$-2,526.74 USD (-7.77%)
現值： $29,973.26 USD
已配息： $16,638.26
Thanks a lot.
邁向第6.42年嚕!
複利再投資,請參考股版的兆豐王R大,台中銀王H大,FJ大,T大，還有小弟之前的文,Check it out!"
回覆,eno4022,2022/2/2 22:58,Re: [討論] 德盛安聯成長收益,無,報酬率負的？
回覆,tudaer,2022/2/2 22:58,Re: [討論] 德盛安聯成長收益,無,報酬率負的是因為扣掉配息還是指今年報酬率呢？
回覆,jimmyfk,2022/2/2 22:58,Re: [討論] 德盛安聯成長收益,無,"原po買在2015年9月, 淨值最高才9.54, 目前9.6, 兩頭賺~匯率先不計的話..."
回覆,ilutc,2022/2/2 22:58,"原po買在2015年9月, 淨值最高才9.54, 目前9.6, 兩頭賺~匯率先不計的話...",無,報酬率負的是不含息吧 含息的話已經賺翻了不過匯率可能要扣個5-10%吧
回覆,yainman,2022/2/3 09:28,Re: [討論] 德盛安聯成長收益,無,分享給推
回覆,oak2002,2022/2/3 20:05,Re: [討論] 德盛安聯成長收益,無,匯率太慘了
回覆,icelaw,2022/2/3 20:09,Re: [討論] 德盛安聯成長收益,無,隨著升息循環之後 匯率應該會回歸
回覆,LGRICE,2022/2/3 21:42,Re: [討論] 德盛安聯成長收益,無,"推推,我也是存這檔打算建未來的現金流"
回覆,gxines,2022/2/4 10:59,Re: [討論] 德盛安聯成長收益,無, https://i.imgur.com/nulKh0g.jpg
回覆,eno4022,2022/2/4 10:59, https://i.imgur.com/nulKh0g.jpg,無,樓上每月200美金，真有恆心不含息的報酬率似乎沒想像中的低，定期定額的功勞？
回覆,ilutc,2022/2/4 22:17,Re: [討論] 德盛安聯成長收益,無,推樓上g大耐心
回覆,asder99589,2022/2/4 22:56,Re: [討論] 德盛安聯成長收益,無,不好意思，請問這檔跟聯博多元資產收益組合基金大家會怎麼選呢？
回覆,tudaer,2022/2/4 22:56,不好意思，請問這檔跟聯博多元資產收益組合基金大家會怎麼選呢？,無,我也想問 aser99589 的問題～
回覆,shoppinglin,2022/2/5 09:27,Re: [討論] 德盛安聯成長收益,推,自答http://i.imgur.com/nnTA5wS.jpg
回覆,tudaer,2022/2/5 09:39,Re: [討論] 德盛安聯成長收益,推,感謝 s 大解說～！
回覆,alterna,2022/2/5 11:36,Re: [討論] 德盛安聯成長收益,推,駿利亨德森平衡基金跟這檔大家會怎麼選?
回覆,shoppinglin,2022/2/5 12:15,Re: [討論] 德盛安聯成長收益,推,亨德森沒注意過 看起來還不錯耶，管理費也蠻低的，科技佔比高但近期表現卻不錯。 不過如果是喜歡穩定拿息可能會覺得每次拿到的偏少。
回覆,mathlover,2022/2/5 14:18,Re: [討論] 德盛安聯成長收益,推,分享推
回覆,asder99589,2022/2/5 20:23,Re: [討論] 德盛安聯成長收益,推, https://i.imgur.com/SXFqFWu.jpg
主文,uyulala (Neverending),2022/1/29 20:53,[閒聊] 今年以來國內外基金表現,無,"資料來源

https://www.moneydj.com/funddj/ys/YP600.djhtm
https://fund.cnyes.com/search/?forSale=1
https://www.moneydj.com/etf/eb/ET305001list.djhtm?R=100&CC=f30&order=3


國內外基金今年以來表現最佳－台幣美元計價
https://i.imgur.com/zGC94Da.jpg


國內外基金今年以來表現最差－台幣美元計價
https://i.imgur.com/kVAwIsh.jpg


台灣ETF今年以來表現最佳
https://i.imgur.com/2qy5cVT.jpg

"
回覆,tudaer,2022/1/29 21:45,[閒聊] 今年以來國內外基金表現,推,這邊的今年以來是自2021/01/01 開始嗎？
回覆,shoppinglin,2022/1/29 21:55,[閒聊] 今年以來國內外基金表現,推,2022
回覆,afflic,2022/1/29 23:10,[閒聊] 今年以來國內外基金表現,推,台股基金全軍覆沒
回覆,shoppinglin,2022/2/1 10:52,[閒聊] 今年以來國內外基金表現,推,美增不知道什麼鬼選股，還能一天漲11%..
回覆,jimmyfk,2022/2/1 12:42,[閒聊] 今年以來國內外基金表現,無,"切盤的緣故, 剛好遇到A轉殺尾+V轉拉尾, 兩天加總的效果"
回覆,ilutc,2022/2/1 12:42,"切盤的緣故, 剛好遇到A轉殺尾+V轉拉尾, 兩天加總的效果",推,星期五大漲 但開盤還是跌的 所以星期五的淨值還是下跌的星期五尾盤大漲+星期一大漲 淨值大噴發
回覆,shoppinglin,2022/2/1 14:05,[閒聊] 今年以來國內外基金表現,無,我的意思是 切盤狀況不只他一隻 但他就是漲跌幅都有點特別多
回覆,jimmyfk,2022/2/1 14:05,[閒聊] 今年以來國內外基金表現,無,"連MS環球機會都6.4%了, JPM美科7.3%, 美增=1.5美科正常"
回覆,ntoufatman,2022/2/1 16:06,"連MS環球機會都6.4%了, JPM美科7.3%, 美增=1.5美科正常",推,結算點在半夜的關係啊
回覆,shoppinglin,2022/2/1 16:16,[閒聊] 今年以來國內外基金表現,無,不過切盤也是切到昨天早盤 昨天沒有直接開超高 是拉尾盤 看來明天還有得漲淨值
回覆,ntoufatman,2022/2/1 16:16,不過切盤也是切到昨天早盤 昨天沒有直接開超高 是拉尾盤 看來明天還有得漲淨值,推,所以2月1日淨值繼續漲的機率大
回覆,tudaer,2022/2/1 16:24,[閒聊] 今年以來國內外基金表現,推,基富通 上週四週五早上投入的單筆到現在都沒看到，不知道開盤後會有什麼驚喜...
回覆,manygod,2022/2/1 22:30,[閒聊] 今年以來國內外基金表現,無,這幾天買應該很賺吧
回覆,tudaer,2022/2/1 22:30,這幾天買應該很賺吧,推,不知道 1/27 1/28 的申購到現在都是交易中，看到時候基富通還有基金申購淨值會是從何時開始起算，希望是當天或是31日了...
回覆,candyrain821,2022/2/2 05:44,[閒聊] 今年以來國內外基金表現,推,春節期間不是暫停交易嗎@@
回覆,tudaer,2022/2/2 06:19,[閒聊] 今年以來國內外基金表現,無,基富1/28早上年節前最後交易日
回覆,ntoufatman,2022/2/2 06:19,基富1/28早上年節前最後交易日,推,基金處理中而已
回覆,manygod,2022/2/2 11:12,[閒聊] 今年以來國內外基金表現,推,都是以申購當天計算淨值吧?
回覆,highleip,2022/2/2 12:53,[閒聊] 今年以來國內外基金表現,無,海外基金會延遲幾天，不見得會用當日淨值喔！
回覆,shoppinglin,2022/2/2 13:44,海外基金會延遲幾天，不見得會用當日淨值喔！,推,更正http://i.imgur.com/HQlknzA.jpg
回覆,tudaer,2022/2/2 14:42,[閒聊] 今年以來國內外基金表現,無,大部分都是T日，少數有T+1 T+2 但小弟有查過自己申購的是T 日，只是不知道開工時開獎會如何，有點好奇
回覆,ilutc,2022/2/2 14:42,大部分都是T日，少數有T+1 T+2 但小弟有查過自己申購的是T 日，只是不知道開工時開獎會如何，有點好奇,推,自己的經驗 海外幾乎都是當日淨值
回覆,ntoufatman,2022/2/2 19:55,[閒聊] 今年以來國內外基金表現,推,就當天啦。不會延遲。除非你遇到特殊調整
回覆,shoppinglin,2022/2/3 20:53,[閒聊] 今年以來國內外基金表現,推,說錯1/24
回覆,wuaitiyoung,2022/2/4 12:16,[閒聊] 今年以來國內外基金表現,推,反指標一出現就準備暴跌
回覆,shoppinglin,2022/2/4 13:36,[閒聊] 今年以來國內外基金表現,推,最近大頭都財報然後跌一波啊 恐怖喔
回覆,dowcher,2022/2/4 16:38,[閒聊] 今年以來國內外基金表現,無,標的不管如何風水輪流轉，過了十幾年永遠不會變的就是自慰追高骨灰仔，年輕骨灰變老骨灰
回覆,tudaer,2022/2/4 16:38,標的不管如何風水輪流轉，過了十幾年永遠不會變的就是自慰追高骨灰仔，年輕骨灰變老骨灰,推,先知怎麼不先打一篇文，告知所有人接下來一年和五年走勢連人家買甚麼都不知道，就能夠一直諄諄教誨，也是很厲害
回覆,wuaitiyoung,2022/2/4 19:17,[閒聊] 今年以來國內外基金表現,無,我不就跟大家說了嗎？ 見好就收 不要存骨灰 人多的地方就是窮人一起取暖一起死一起變更窮的地方
回覆,f80242,2022/2/4 19:17,[閒聊] 今年以來國內外基金表現,無,忘了切帳號？
回覆,blackorblue,2022/2/4 19:17,[閒聊] 今年以來國內外基金表現,無,應該是 可能是先知太寂寞了 自己創帳號想要自問自答
回覆,tudaer,2022/2/4 19:17,應該是 可能是先知太寂寞了 自己創帳號想要自問自答,推,wow 原來是個只有推過文但是沒發文章的帳號，真不錯
