主文/留言,作者,時間,標題,內容
留言,Florida,2022/2/4 08:57,美金和0050同時買,"ETF：
優點：0050是真的不錯，長期績效真的是有目共賭報酬率很可觀。汰弱留強的機制是長期績效穩定的關鍵…
缺點：啊現在台股在修正就看你能不能忍耐的住，每天的漲跌幅你若很在意勸你別買，畢竟報酬不錯相對你也需要承擔一定風險，（系統風險、政治風險…都有可能）
美元+保險：
優點：時間到本金基本上就會回來，而且也不是很長才兩年…之後每年增值下去，不想動腦投資打敗定存倒是好商品
缺點：報酬率只有3%左右，通膨都不夠，而且你有換匯壓力，匯率是兩面刃，匯率差換回來還會吃到本息，當然也有可能賺錢，一樣你要賺錢就是得承擔這些風險！只是風險相對小！
結論：模仿成功的模式，0050只會留下最強50家公司，同理我們也應該將資產汰弱留強，資產配置不是一成不變，沒有永遠勝利只有不斷的調整、與時俱進才能創造財富"
留言,Andra777,2022/2/11 05:50,美金和0050同時買,0050才是正確選擇
留言,艾倫哥,2022/2/11 06:53,美金和0050同時買,S&P 500是美國500強的公司 比起0050更推S&P500
留言,正修科技大學,2022/2/21 16:26,美金和0050同時買,006208和50成分類似可以考慮看看
主文,理財好舵手,2022/1/28 16:06,《FIRE法則》如何跳脫架構，不只退得好、還要退得早？,"大多數人認為累積到千萬退休金很困難，其實不然，透過每月定時定額1萬元，選擇年化6-12%的標的，快則20年、慢則30年即可達標。
只要耐心秉持長線思維、用正確的投資方式與觀念，即很有機會達到【資足常樂】的退休金目標與生活。
觀念1：基金.ETF 投資長期往上的市場借力使力
觀念2：至少經歷一個景氣循環，方能提升正報酬率
觀念3：與其短進短出增加看錯機會，不如透過時間+複利效果穩健成長
依照資金大小不同做適合的配置，把握盡早開始的原則，會發現其實不需冒太大風險，也能達成自己的財務目標。"
留言,Sunnia,2022/1/29 06:51,《FIRE法則》如何跳脫架構，不只退得好、還要退得早？,我現在每個月有約1200美元的被動式收入，如果只是消極的把每月配息再放回本金滾存，成長的速度會非常慢，今年的波動很大，我會採取比較積極的作法來放大被動式收入，看明年有沒有機會再翻一倍
主文,東吳大學,2022/1/28 09:32,最近在試用一個新基金平台,"如題，觀望好好基金這個新平台一陣子
30歲以下申購、贖回不限次數免手續費
開戶還蠻快速的5分鐘就用好了
身邊的朋友有些透過銀行 有些透過其他平台
但多少都還是會收到手續費
而且銀行收費真的有點高
目前投了2,000進去觀察一下
有機會的話之後再跟大家分享心得"
留言,國立中正大學,2022/1/28 09:53,最近在試用一個新基金平台,"真的假的?不管是通過銀行還是其他基金平台
申購的時候就會扣一筆收續費，買的當下就內扣一堆..
就算有時會祭出0申購手續費，但其實限制一大堆...."
留言,奶茶不要奶,2022/1/28 10:52,最近在試用一個新基金平台,"我能問有什麼收費嗎？
我定期定額3000
手續費15元"
留言,Sunnia,2022/1/28 11:46,最近在試用一個新基金平台,我在鉅亨網基金下單從沒付過手續費，也不會扣帳管費，同家基金轉換也沒收費，不知妳是不是在說這一家基金平台？
留言,靜宜大學,2022/1/28 11:46,最近在試用一個新基金平台,"不是一堆不用手續費的平台嗎
幹嘛用要手續費的"
留言,德明財經科技大學,2022/1/28 12:58,最近在試用一個新基金平台,不管那個都以盈利為目的 對看起來不收 但裡面實際呢
留言,原Po,2022/1/28 13:04,最近在試用一個新基金平台,B2 沒有手續費~
留言,國立高雄餐旅大學,2022/1/28 16:44,最近在試用一個新基金平台,"我看到新聞說好好基金後面會有基金交換
蠻期待之後市場會有如何的反應"
留言,國立交通大學,2022/1/30 15:51,最近在試用一個新基金平台,可以用基富通啦
留言,樹德科技大學,2022/2/7 02:45,最近在試用一個新基金平台,2000? 兩千就可以買囉?
主文,非等閒,2022/1/28 03:47,基金和我想的不太一樣,"本人投資理財也沒多長時間，所以一直以來只接觸股票，對基金並沒有過多深入的瞭解。
但最近才發現自己也陷入了一個誤區，
就是購買基金，把錢交給基金經理人來管理和投資，
就以為基金經理人會幫你做好投資，但實際上購買基金之後的損益，
跟基金經理人沒有半毛錢關係。
購買基金產生手續費，和把錢交他保管所產生的管理費，
就是基金經理人的主要收入，
他就是賺你的手續費和管理費，
因此基金經理人，他是絕對穩賺不賠，
不管你基金是賺是賠，基金經理人都不受影響。
這也讓我明白，以前很多長輩為什麼投入基金市場會賠錢，
因為基金成千上百種，裡頭包含了不只一種金融商品，選基金其實跟選股票一樣，
如果沒有專業知識，也不懂投資，就隨意購買基金，那跟賭博沒什麼不同。"
留言,淡江大學,2022/1/28 04:59,基金和我想的不太一樣,"買基金不如買0050
除了50以外的都是人為選股
沒人能告訴你明天哪隻一定漲
所以也沒人能告訴你怎麼選一定比50好"
留言,德明財經科技大學,2022/1/28 08:50,基金和我想的不太一樣,可以看看安聯台灣大壩基金跟安聯科技基金的績效
留言,正修科技大學,2022/1/28 15:48,基金和我想的不太一樣,"所以買0050就夠了
簡單 有效
長期來看大盤直接勝過80%投資人
台灣的共同基金就是吸血商品"
留言,銘傳大學,2022/1/30 08:30,基金和我想的不太一樣,其實有些基金網站都有把基金每月績效跟每月大盤指數去做比較，可以去挑選哪一隻基金平均每月績效是優於大盤的，還是可以挑選的出來幾檔績效更好的基金
留言,逍遙哥,2022/1/31 15:13,基金和我想的不太一樣,基金的收益都被管理費和手續費吃光了。不如直接買股票
留言,德明財經科技大學,2022/2/3 04:48,基金和我想的不太一樣,B2-1 正常呀 科技類的績效當然比大盤好啊 但安聯科技又比安聯智慧好一點
留言,國立中興大學,2022/2/3 05:02,基金和我想的不太一樣,"B6 
我是三個都有
但在思考想要停扣一個
我知道科技波動比較大
主要是大壩跟智慧在考慮"
主文,Sunnia,2022/1/26 11:32,你們昨晚有進場抄底嗎？,等美股回檔等了一年，難得再次看到vix飆到接近40，美債跟黃金逆勢抗跌，美債甚至還走升，判斷非全面性崩盤，昨天上午掛單買單筆基金，並以昨天的淨值成交，這筆金額可以讓我在下個月多領2x美元的配息，對存股族來說是難得的機會，不知存股型的投資人有沒有進場去撿便宜？
留言,國立虎尾科技大學,2022/1/26 11:39,你們昨晚有進場抄底嗎？,等靴子落地再進場也不遲
留言,元智大學,2022/1/26 11:47,你們昨晚有進場抄底嗎？,你比fed還心急
留言,卡卡的,2022/1/26 12:45,你們昨晚有進場抄底嗎？,確定抄底？
留言,國立聯合大學,2022/1/26 14:36,你們昨晚有進場抄底嗎？,還沒跌完欸
留言,國立中興大學,2022/1/26 15:31,你們昨晚有進場抄底嗎？,"買了台幣20萬的Nvidia跟Netflix
開拓重工跌不多 不知道要不要加倉"
留言,路人甲,2022/1/26 16:17,你們昨晚有進場抄底嗎？,底部的起點才剛開始
留言,阿姆斯特丹大學,2022/1/26 21:17,你們昨晚有進場抄底嗎？,"老鮑表示：哈哈再來割一波
黃金、股市都殺一波
黃金剛破1830割追高看1860的
股市抓以為反彈的
嘿嘿嘿嘿抓的好爽喔"
留言,南臺科技大學,2022/1/26 23:57,你們昨晚有進場抄底嗎？,B3-1 美股妳跟我說看籌碼？？
留言,國立高雄應用科技大學,2022/1/27 02:07,你們昨晚有進場抄底嗎？,抄底錯了認錯就好，不用跟大家凹來凹去，要不要隔代沖也是你家的事
留言,匿名,2022/1/27 03:55,你們昨晚有進場抄底嗎？,才漲一天太心急了吧
留言,國立雲林科技大學,2022/1/27 07:15,你們昨晚有進場抄底嗎？,欸都，先卡
留言,國立高雄應用科技大學,2022/1/27 07:36,你們昨晚有進場抄底嗎？,老鷹起飛
留言,國立臺灣師範大學,2022/1/27 07:37,你們昨晚有進場抄底嗎？,B0 有 投了兩萬鎂～
留言,阿姆斯特丹大學,2022/1/27 08:10,你們昨晚有進場抄底嗎？,"笑死 就說等老鮑吧
抄到底了嗎"
留言,中原大學,2022/1/27 08:27,你們昨晚有進場抄底嗎？,底部會進行多次確認，炒底並不急
留言,國立東華大學,2022/1/27 13:58,你們昨晚有進場抄底嗎？,抄底？我看你還沒看到聯準會準備升息7次這種新聞喔
留言,國立屏東大學,2022/1/27 15:39,你們昨晚有進場抄底嗎？,"好好笑
大家都覺得原po是不是神智不清
講不出一句讓人信服的話"
留言,元智大學,2022/1/27 16:57,你們昨晚有進場抄底嗎？,"這樣投資也不能說錯啦
不過會少賺很多甚至容易長套"
留言,臺灣警察專科學校,2022/1/27 23:33,你們昨晚有進場抄底嗎？,"等到年線就進場
2萬鎂～"
留言,鐵蛋,2022/1/28 09:40,你們昨晚有進場抄底嗎？,我想等年後之後再進
留言,原Po,2022/2/2 12:26,你們昨晚有進場抄底嗎？,這是我發言後一星期的走勢，還有一筆資金在身上，看還有沒有機會打第二隻腳讓我上車。恭喜在同事跟我一起抄底的投資人，祝你們賺大錢。
主文,貝貝,2022/1/24 16:46,正努力搞懂基金中,"正如標題所說
我目前知道的基金玩法有以下的
1.買低賣高型（我不確定這是股票還是基金，不過我覺得我沒辦法時時刻刻關注市場，所以不打算玩這個方法）
2.累積型基金（顧名思義就是將賺到的錢直接在投入我的基金中，讓他有複利的效果，適合不缺錢，想長期穩定投資，只是我很好奇「累積型基金」當我覺得本金很夠的時候，想領月息基金，我是否在本基金的購買中，將「除權」改至「除息」就可以了？）因為很多文章都只說哪一類型的基金適合哪一類型人
3.月領/季領/年領配息型基金（適合想拿到現金的投資者）
正在努力學會看基金，看到很多版面跟留言還有網路文章都說0050元大很好，可以盲投，不過對我來說，他實在是高的太多太多了，相較來說，富邦50的感覺稍微可以入手，因為是自學，爬了很多文章，感覺還是雲裡霧裡，所以只能上來請教大家QQ
對小女子來說-目前累積型跟配息型是我想嘗試的方向，但還只是初步的想法，請大家輕點噴，謝謝大家！"
留言,國立臺灣大學,2022/1/25 00:52,正努力搞懂基金中,"我覺得要先弄清楚基金類型….
Youtube有很多介紹影片
是不是累積型真的沒很重要
影響更大的是這檔基金是股票型、債券型、貨幣型……."
留言,國立虎尾科技大學,2022/1/25 02:45,正努力搞懂基金中,新手文章可參考「市場先生」基金入門
留言,原Po,2022/1/25 03:54,正努力搞懂基金中,B2 這個我有稍微注意過，應該是說，我有去弄清楚我如果想要累積型適合哪幾種基金，跟基金哪些適合長期持有，他裡面有包含哪些類型的，只是我原文沒有說到，不過我會把你的建議再納入我的選項裡面，我會再去多看youtube 的！謝謝
留言,國立臺灣海洋大學,2022/1/25 08:04,正努力搞懂基金中,"應該說 你想要了解的是什麼
說出來才能讓別人解答呀
ETF 可以看看柴鼠兄弟 講的很清楚"
留言,國立虎尾科技大學,2022/1/25 23:52,正努力搞懂基金中,"台股還是可以選基金
但全球 美國市場選ETF
大部分的基金績效都落後ETF
然後不要配息 你才幾歲
不需要"
留言,東吳大學,2022/1/26 02:50,正努力搞懂基金中,"我自己是走定期定額穩定投資，覺得這樣比較不用動腦筋，每月時間到把錢投進去就好XD
目前投統一的黑馬、奔騰兩年多了，績效表現都很好，覺得投報率還算滿意XD"
留言,淡江大學,2022/1/26 07:30,正努力搞懂基金中,"新手就先從定期定額開始吧
如果怕金額太大的話可以用richart下單
最低金額只要幾十塊而已"
留言,國立澎湖科技大學,2022/1/26 14:10,正努力搞懂基金中,無腦豐存股0050就對了
留言,國立嘉義大學,2022/4/12 13:28,正努力搞懂基金中,吃精
主文,國立屏東大學,2022/1/23 09:12,#請益 基金&ETF,"我知道ETF也是一種基金
但好像比較常看到大家說存ETF而不是基金
最近跟媽媽討論到她以前都長期持有基金也都沒賺
想知道基金為什麼比較不適合存"
留言,國立高雄科技大學,2022/1/23 09:19,#請益 基金&ETF,"ETF通常是在說股票
雖然也有ETF的基金
基金就是會在被抽一成掉
風險比較低"
留言,逢甲大學,2022/1/23 09:22,#請益 基金&ETF,基金裡面持股也要看一下是否在高點還是低點不是傻傻買下去
留言,小人退散😑,2022/1/23 13:20,#請益 基金&ETF,"基金是由基金經理人幫妳操作，妳不會去懂對方幫妳買什麼
ETF是自己操作，妳會做很多功課研究，相對妳可以學到很多內容
基金=別人控制妳的績效
ETF=妳自己控制妳的績效
看妳想要被動無腦投基金，還是主動學ETF或股票內容
簡單來說妳買基金就學不到投資的東西，但是妳買ETF會學到很多投資的眉眉角角"
